# iQ-F device ranges. `first`/`last`/`points` are INDEX values -- the integer that goes
# on the wire -- not the digits GX Works3 prints. `notation` is what GX Works3 prints,
# so X0 to X1777 is 1024 points with indices 0..1023, and the octal literal X20 is
# index 16.
#
# present=no rows exist so that V0, ZR0, DX0 and DY0 on an FX5 raise a typed refusal
# that names the CPU family, rather than being sent and coming back 0xC05C -- which is
# a request-content code and a poor diagnostic for "this CPU has no edge relays".
#
# An empty first/last/points on a present=yes row means there is no static range to
# validate, and the note says why. It never means "unknown".
#
# configurable=yes marks a range that GX Works3 can repartition, so the shipped figure
# is a DEFAULT that goes stale. profile.with_ranges() and `aslmp verify-ranges` exist
# for that; validate_ranges=False turns span checking off entirely, but device
# existence and point limits are properties of the silicon and are not defeatable.
profile_key	device	present	first	last	points	radix	notation	configurable	provenance	cpu	firmware	measured	host	medium	samples	manual	revision	section	note
melsec:iq-f/fx5s	R	yes	0	32767	32768	decimal	R0 to R32767	yes	manual							JY997D55401	unknown	14.4 Range of use of device points	
melsec:iq-f/fx5s	D	yes	0	7999	8000	decimal	D0 to D7999	yes	manual							JY997D55401	unknown	14.4 Range of use of device points	
melsec:iq-f/fx5s	V	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Edge relay. Marked FX5-incompatible in the FX5 device-range table.
melsec:iq-f/fx5s	ZR	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Serial-access file register. Marked FX5-incompatible; use R instead.
melsec:iq-f/fx5s	DX	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Direct access input. Not listed for FX5 at all.
melsec:iq-f/fx5s	DY	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Direct access output. Not listed for FX5 at all.
melsec:iq-f/fx5s	LTS	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Long timer contact. Marked FX5-incompatible.
melsec:iq-f/fx5s	LTC	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Long timer coil. Marked FX5-incompatible.
melsec:iq-f/fx5s	LTN	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Long timer current value. Marked FX5-incompatible.
melsec:iq-f/fx5s	LSTS	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Long retentive timer contact. Marked FX5-incompatible.
melsec:iq-f/fx5s	LSTC	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Long retentive timer coil. Marked FX5-incompatible.
melsec:iq-f/fx5s	LSTN	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Long retentive timer current value. Marked FX5-incompatible.
melsec:iq-f/fx5s	RD	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	Refresh data register. Not present on FX5.
melsec:iq-f/fx5s	BL	no							manual							JY997D56001	K	4.2 Device range (p.66-67)	SFC block device. Marked SLMP-incompatible in the FX5 table.
melsec:iq-f/fx5s	G	yes				decimal		no	manual							JY997D56001	K	4.2 Device range (p.66-67)	Module access device U[n]\G. The range depends on which intelligent function module is mounted and on its buffer-memory size, so there is no static range to validate; it is also only reachable with the device-memory-extension subcommand.
